# ATOK Passport 変換改善履歴から抽出した unigram 専用辞書。
# 471 unique (読み, 表記) pairs from the saved ATOK archives.
# Format: 読み\tleftId\trightId\tcost\t表記
# Existing exact pairs are loaded for audit but Main.kt de-duplicates them before building.
# ATOK HTML has no Mozc POS/cost metadata. New entries use matching metadata when available;
# otherwise 名詞,一般 (1851/1851) and cost 9000 are used conservatively.

# かわぼ -> カワボ (existing metadata)
# せつぶんえ -> 節分会 (existing metadata)
せつぶんえ	1924	1924	5619	節分会
# せんけいず -> 線形図 (noun fallback)
せんけいず	1851	1851	9000	線形図
# せんじがら -> 煎じ殻 (noun fallback)
せんじがら	1851	1851	9000	煎じ殻
# そうていぶ -> 漕艇部 (existing metadata)
そうていぶ	1851	1851	4000	漕艇部
# そうわんの -> 双腕の (noun fallback)
そうわんの	1851	1851	9000	双腕の
# そつぶしき -> 卒部式 (noun fallback)
そつぶしき	1851	1851	9000	卒部式
# たいかいび -> 退会日 (existing metadata)
たいかいび	1841	1949	7910	退会日
# たいきんじ -> 退勤時 (existing metadata)
たいきんじ	1841	2007	7462	退勤時
# だいむしゃ -> 代務者 (noun fallback)
だいむしゃ	1851	1851	9000	代務者
# ださてぃー -> ダサT (existing metadata)
ださてぃー	1851	1851	4000	ダサT
# だしわける -> 出し分ける (noun fallback)
だしわける	1851	1851	9000	出し分ける
# ちゅうがき -> 注書き (existing metadata)
ちゅうがき	1851	1851	8194	注書き
# ちょくりぷ -> 直リプ (same surface metadata)
ちょくりぷ	2600	1841	9000	直リプ
# ついさいし -> 追再試 (noun fallback)
ついさいし	1851	1851	9000	追再試
# ていかんど -> 低感度 (existing metadata)
ていかんど	2607	1851	3563	低感度
# てんがくぶ -> 転学部 (noun fallback)
てんがくぶ	1851	1851	9000	転学部
# でんちゃり -> 電チャリ (noun fallback)
でんちゃり	1851	1851	9000	電チャリ
# とかきょう -> 渡河橋 (noun fallback)
とかきょう	1851	1851	9000	渡河橋
# とくりゅう -> 匿流 (same reading metadata)
とくりゅう	1851	1851	9000	匿流
# としゅつぶ -> 吐出部 (noun fallback)
としゅつぶ	1851	1851	9000	吐出部
# ともそだて -> 共育て (noun fallback)
ともそだて	1851	1851	9000	共育て
# とらうたに -> トラウタニ (noun fallback)
とらうたに	1851	1851	9000	トラウタニ
# とるめんた -> トルメンタ (noun fallback)
とるめんた	1851	1851	9000	トルメンタ
# どうせんず -> 動線図 (noun fallback)
どうせんず	1851	1851	9000	動線図
# どうたいぶ -> 胴体部 (existing metadata)
どうたいぶ	1851	1949	7361	胴体部
# どうぼてい -> 同母弟 (noun fallback)
どうぼてい	1851	1851	9000	同母弟
# ないないじ -> 内々示 (noun fallback)
ないないじ	1851	1851	9000	内々示
# ながしした -> 流し下 (existing metadata)
ながしした	1851	1851	4000	流し下
# ながやすみ -> 長休み (noun fallback)
ながやすみ	1851	1851	9000	長休み
# はいじーん -> ハイジーン (noun fallback)
はいじーん	1851	1851	9000	ハイジーン
# はいそくぶ -> 背側部 (noun fallback)
はいそくぶ	1851	1851	9000	背側部
# はかいしん -> 破壊神 (existing metadata)
はかいしん	1841	1949	6774	破壊神
# はつがらみ -> 初絡み (noun fallback)
はつがらみ	1851	1851	9000	初絡み
# はんぐった -> ハングった (noun fallback)
はんぐった	1851	1851	9000	ハングった
# ぱっかぶる -> パッカブル (existing metadata)
ぱっかぶる	16	837	5643	パッカブル
# ひらきっぱ -> 開きっぱ (noun fallback)
ひらきっぱ	1851	1851	9000	開きっぱ
# ひらきぼし -> 開き干し (same reading metadata)
ひらきぼし	1924	1949	9000	開き干し
# ひれつかん -> 卑劣漢 (noun fallback)
ひれつかん	1851	1851	9000	卑劣漢
# ひれんどう -> 非連動 (existing metadata)
ひれんどう	2636	1841	5058	非連動
# ひーてっど -> ヒーテッド (existing metadata)
ひーてっど	1851	1851	4000	ヒーテッド
# びびんめん -> ビビン麺 (noun fallback)
びびんめん	1851	1851	9000	ビビン麺
# ぴーふぁす -> PFAS (existing metadata)
ぴーふぁす	1922	1922	4000	PFAS
# ふるどうが -> フル動画 (noun fallback)
ふるどうが	1851	1851	9000	フル動画
# ぶあつめに -> 分厚めに (existing metadata)
ぶあつめに	12	1851	4000	分厚めに
# ぶかつせい -> 部活生 (existing metadata)
ぶかつせい	1851	1851	4000	部活生
# ぶんとんち -> 分屯地 (noun fallback)
ぶんとんち	1851	1851	9000	分屯地
# へるべちか -> ヘルベチカ (existing metadata)
へるべちか	1851	1851	7763	ヘルベチカ
# べにこうじ -> 紅麹 (existing metadata)
べにこうじ	1851	1851	6641	紅麹
# ほいっぱー -> ホイッパー (existing metadata)
ほいっぱー	1920	1920	5724	ホイッパー
# ほうちおん -> 報知音 (noun fallback)
ほうちおん	1851	1851	9000	報知音
# ぼいちぇん -> ボイチェン (existing metadata)
ぼいちぇん	1920	1920	6648	ボイチェン
# まうんたー -> マウンター (existing metadata)
まうんたー	1851	1851	7470	マウンター
# まきべりー -> マキベリー (existing metadata)
まきべりー	1851	1851	4000	マキベリー
# まだっくす -> マダックス (existing metadata)
まだっくす	1920	1920	6602	マダックス
# みかいせん -> 未開栓 (existing metadata)
みかいせん	2624	1841	4559	未開栓
# みしょめい -> 未署名 (noun fallback)
みしょめい	1851	1851	9000	未署名
# みつげつき -> 蜜月期 (noun fallback)
みつげつき	1851	1851	9000	蜜月期
# むこくちで -> 無告知で (noun fallback)
むこくちで	1851	1851	9000	無告知で
# むじんしゃ -> 無人車 (noun fallback)
むじんしゃ	1851	1851	9000	無人車
# むそうかん -> 無双感 (same reading metadata)
むそうかん	2627	1841	9000	無双感
# むつうちで -> 無通知で (noun fallback)
むつうちで	1851	1851	9000	無通知で
# めんてぃー -> メンティー (existing metadata)
めんてぃー	1851	1851	7432	メンティー
# もちもどり -> 持ち戻り (noun fallback)
もちもどり	1851	1851	9000	持ち戻り
# やまんなか -> 山ん中 (noun fallback)
やまんなか	1851	1851	9000	山ん中
# ようからし -> 洋からし (noun fallback)
ようからし	1851	1851	9000	洋からし
# らいらいき -> 来々期 (noun fallback)
らいらいき	1851	1851	9000	来々期
# りけーぶる -> リケーブル (existing metadata)
りけーぶる	1920	1920	6330	リケーブル
# りしぇいぷ -> リシェイプ (existing metadata)
りしぇいぷ	1851	1851	8168	リシェイプ
# りょうもち -> 両持ち (noun fallback)
りょうもち	1851	1851	9000	両持ち
# れかねまぶ -> レカネマブ (existing metadata)
れかねまぶ	1851	1851	7026	レカネマブ
# いしげきせい -> 易刺激性 (existing metadata)
いしげきせい	1851	1970	7048	易刺激性
# いそひよどり -> イソヒヨドリ (existing metadata)
いそひよどり	1920	1920	6165	イソヒヨドリ
# いんしんする -> 院進する (noun fallback)
いんしんする	1851	1851	9000	院進する
# えもちらかす -> エモ散らかす (noun fallback)
えもちらかす	1851	1851	9000	エモ散らかす
# おおおにばす -> おおおにばす (same reading metadata)
おおおにばす	1920	1920	9000	おおおにばす
# おおおにばす -> オオオニバス (existing metadata)
おおおにばす	1920	1920	6802	オオオニバス
# おおおにばす -> 大鬼蓮 (same reading metadata)
おおおにばす	1920	1920	9000	大鬼蓮
# おおぶたくさ -> オオブタクサ (existing metadata)
おおぶたくさ	1851	1851	8013	オオブタクサ
# かいさんひん -> 海産品 (existing metadata)
かいさんひん	1851	1851	4000	海産品
# かいゆぼっと -> カイユボット (existing metadata)
かいゆぼっと	1851	1851	7593	カイユボット
# かせいきゅう -> 過請求 (same reading metadata)
かせいきゅう	1923	1922	9000	過請求
# かつどうけい -> 活動計 (noun fallback)
かつどうけい	1851	1851	9000	活動計
# かりぎめする -> 仮決め (noun fallback)
かりぎめする	1851	1851	9000	仮決め
# かりそろえた -> 刈りそろえた (noun fallback)
かりそろえた	1851	1851	9000	刈りそろえた
# かんきつこう -> 柑橘香 (noun fallback)
かんきつこう	1851	1851	9000	柑橘香
# かんげつさい -> 観月祭 (existing metadata)
かんげつさい	1924	1949	6915	観月祭
# かんしつえき -> 間質液 (noun fallback)
